cleaned_message,sentiment
fireevolution trading nightly watchlist swing list fire spokedasteriskselectoroption spokedasteriskselector nflx sq aapl spy bby nflx wavydashselector money mouthface call last week off bottom trusting bottom then post go put off rejection put off the dsma even though have break into gap those bring in over fire fireif hold through this week now be look for call again for this upcoming week we be go to try to hit rd week in row with on nflx come check it out eye eye aapl wavydashselector super hang hammer under dsma and mini uptrend even if we drop out eow look for bounce off this super sell off sq spy bby wavydashselector all form super hammer hold over support so will be play call to fill back into the gap or at least to the next resistance hard to assume that all these beautiful hammer over the market go and continue bearish without semi bounce first holding call ready to rock roll have some short put hedge and ready to kick next week too spokedasteriskselectortrade the team spokedasteriskselector,Bullish
nflx bux on that scalp into the close if you take it,Bullish
dis pumping on cnbc well safe and will beat spy nflx roku,Bullish
nflx you be so fake you have never even report loss in sub count liar,Bearish
nflx every stock be down but this be percent for make kevin spacey tv show and ugly woman pretend to be in jail you should all be in jail for market fraud,Bearish
dis all in of my portfolio i be not worry after market recover china news be old europe be bullish nk be bullish earn on tuesday who want to miss the call money spy roku nflx amd,Bullish
mu micron short swing trade idea target for downside potential,Bearish
mu be this for real now can we see or below,Bearish
mu japan korea trade fight help mu rally,Bullish
good trading ticket also pure gem to daily trade both way then add the gain into long position for the ultimate retirement portfolio gain i will retire in year with my mu have minimum gain,Bullish
amd mu mrvl can say with absolute certainty that there be no certainty anywhere oh wait,Bullish
mu animal fire,Bullish
mu expect we get some crazy action into the close today opportunity will be present gl,Bullish
mu tariff,Bullish
mu please go back to so can have good weekend yes okay thank you,Bearish
amd mu mrvl watch spy qq and smh close qq bounce right at early lod hope it set up double bottom but cant say which way it go yet,Bullish
amd mu mrvl the thing about st volatility due to trade war tweet be that we have lot of recent experience with how market behave in the follow day week and month remain even more bullish now than last week,Bullish
amzn non panic seller be salivate right now,Bullish
nqf qq spy ttd amzn prob get bounce if nq and es move higher from here,Bullish
market should bounce imo over react at the moment tariff be effective from sept anything can happen before that spy fb amzn aapl,Bullish
amzn lol bull everyday quotbuying this dipquot all the way from ill take cup of whatever they be drink,Bearish
msft got cheap af call during this money mouthface money mouthface money mouthface,Bullish
msft add,Bullish
bvsn i think this be speculation but reason esw capital own bvsn be because bvsn have patent on work collaboration software msft work,Bullish
msft oversold adding,Bullish
msft great time to add when blood be out there xmas much high,Bullish
msft good thing that happen to america wake up lib i do and be but obama get me run maga,Bullish
msft the red sea be out there yikes,Bullish
aapl goog sls msft fb lmp accumulate long term sls right now,Bullish
tsla timmbberr,Bearish
tsla i can not wait for china to say to musk good luck lol you will not build shit here,Bearish
tsla min view if confirm that channel have ton of measure downside,Bearish
tsla how be he go to make the payment due in november he will have to use all cash reserve plus more,Bearish
tsla buy will expire next week,Bearish
tsla look like spx spy be reverse buy tesla share for day trade,Bullish
tsla back in okhand,Bullish
msft more,Bullish
msft always but in on bad new downgrades take profit on upgrade good news then wait do this since the eighty,Bullish
msft just buy back in shs,Bullish
msft volitility never good for market but china thing overblown so many scared hand these day i take some profit but i do that all the time lessen the risk,Bullish
msft thumbsuplightskintone,Bullish
twtr spy gap will fill at must hold then we can look to buy,Bullish
twtr still hold those call and they be look pretty good we could retest soon weekly chart,Bullish
twtr currently still short ba how many follow my advice when i give you roku in feb tell you it quo be double this year many thank me well the same hold for twitter follow the money kiss rule keep be simple stupid pt this year with or without you you decide if this time your ready to make bank,Bullish
twtr love it here with election come up safe from tariff fresh break out i would not get it tomorrow tho would probably wait and see what happen monday bullish,Bullish
twtr company that be not or maybe do not know if they would make money quarter in row and look well every quarter hence why the stock be at week high follow the money of kind platform,Bullish
twtr trump will continue to bring more user to twitter every month and the election be come talk about reality show all will want front seat twitter go to this year,Bullish
twtr if were follow the day rule tomorrow quotshouldquot go up overall after today anything can really go but yesterdays high and low be both low than todays so there be good chance of some rebound or growth tomorrow gl,Bullish
amd mu mrvl ya think wh staff have the ppt on speeddial,Bullish
just remember mu be streaky when it go up it be big and conversely when it turn or reversal and start go down it be also big drop umbrellawithraindrops,Bearish
too early mu could retest the day move average mu day simple move average,Bearish
mu down more tariff bearface electronics thumbsdown nvda spy aapl thumbsdown spy yenbanknote yenbanknote fire spy mfg top by wallstreet jack lantern the elitists know about this of course and the us stock market be global soap opera house run by elitist,Bearish
mu,Bearish
mu down more tariff bearface electronics thumbsdown nvda spy aapl thumbsdown spy yenbanknote yenbanknote fire spy top lightbulb,Bearish
twtr technical breakout on daily and tweet literally move the market by billion of dollar this be undervalue here imo,Bullish
twtr careful here this could be the beginning of small correction with this morning be dead cat bounce,Bullish
twtr twitter shouldnt be effect at all from this drop because of new chinese tariff the cfo state that recently as well in term of their advertising so dont panic sell twitter should go back up,Bullish
social up twtr fb snap me im long short the middle,Bullish
twtr here we go,Bullish
