,index,sentiment,cleaned_message
1227,1327,Bearish,nflx so like if this guy say this backhandindexpointingdownmedium lightskintoneand i respond in this way do i get ban grinningsquintingface no but for real though he say the dirty word i keep it clean but wtf do i know i be cartoon character facewithmonocle
1228,1328,Bearish,spy nflx roku hulu how many people here cancelednetflix
1229,1329,Bearish,nflx middlefinger netflix can burn
1230,1330,Bearish,nflx they can ban my account but they can not ban me from short this pos
1231,1331,Bullish,nflx bear be hypocrite you be here for put profit not ethical debate you hypocrite first take the plank out of your own eye and then you will see clearly to remove the speck from your brother eye
1232,1332,Bullish,gnus nflx netflix have nothing to do with our heavy bag weve to carry them ourselves
1233,1333,Bullish,nflx to da moon rocket rocket rocket rocket crescentmoon
1234,1334,Bullish,nflx kill bear
1235,1336,Bullish,nflx will wait until this be load up with short and put and then announce cuties will no longer be air and provide an apology to those offend this will gap up and run short wont know what happen to their account will happen because the social financial pressure on nflx be now become real issue
1236,1338,Bullish,gnus nflx bring your money to company that care about kid future
1237,1339,Bearish,nflx rate for epstein cancelnetflix
1238,1340,Bullish,nflx i be bull but get worried about this fake propaganda against netflix on twitter be they still trend cancelnetflix
1239,1341,Bearish,nflx pedo goal get it before the hair do
1240,1342,Bullish,nflx market love monday rocket rocket rocket rocket
1241,1343,Bullish,nflx block bear this be astrong buy fire fire fire grinningfacewithsmilingeye
1242,1344,Bearish,nflx pt trash company
1243,1345,Bullish,nflx ted cruz try it on dec he fail why democrat state do not approve grinningfacewithsweat
1244,1346,Bearish,nflx joe biden produce this movie
1245,1347,Bearish,nflx it be time our enemy will see fire and fury
1246,1348,Bearish,nflx myself ted cruz and the ag will be unleash hell tomorrow
1247,1349,Bearish,nflx almost as inappropriate as my profile pic
1248,1350,Bullish,nflx it be all over facebook today people be pissed which be why gnus be
1249,1351,Bullish,nflx bear befor you call bulls pedo or dip shit facewithtearsofjoy grinningfacewithsweat grinningfacewithsweat i suggest you to cancel your kid school cancel your snapchat amp insta account cancel your nba nfl lie per view cancel gym membership cancel your home internet
1250,1352,Bullish,amzn very bullish buy bargain
1251,1353,Bullish,amzn qq amazon very strong hiring for tech and ecommerce indicate very strong tech sector bullish for nasdaq
1252,1355,Bullish,amzn furthermore the company potentially join the current stock split trend and result inclusion in the dow jones industrial average index could be additional share price catalyst
1253,1356,Bullish,amzn valuation still cheap considering amazons growth projection pt
1254,1357,Bullish,amzn prime day ahead and be the reason of this new hiring hod
1255,1358,Bullish,amzn this be go to destroy earning
1256,1361,Bearish,amzn fall
1257,1363,Bullish,amzn more new hire on top new one already hire this yr sound bearish to me winkingface
1258,1364,Bullish,uavs after listen to ceo last week i believe uavs will be manufacture multiple type of drone for amzn they have multiple design patent buy and hold lady and gentleman rocket rocket dollarbanknote dollarbanknote flexedbiceps flexedbiceps
1259,1366,Bullish,amzn ibio be rapidly grow company with their own covid vaccine near trial this company can manufacture more drug per dose than most major company check out the amazing dd here government connection ibio be well connect to the trump administrations drug czar admiral giroir we should be see more news from ibio soon ibio partners ibio own ceo have be talk with barda and have link up with major partner like idri ibm and texas aampm
1260,1368,Bullish,amzn it be still be hold down we should have be above and move onto stimulus happen already
1261,1369,Bullish,uavs it be come lady and gentleman amzn rocket rocket dollarbanknote dollarbanknote flexedbiceps flexedbiceps
1262,1370,Bullish,amzn to the moon money mouthface rocket moneywithwing
1263,1371,Bullish,amzn good company in the world waay undervalue
1264,1372,Bullish,amzn should be value
1265,1373,Bullish,amzn nextlegup doneselloff spoutingwhale americatechtrick dont miss out rebound gain tomorrow easymoney
1266,1374,Bullish,uavs amp amzn should be announce partnership next wmt amp zipline just announce their partnership flexedbiceps flexedbiceps dollarbanknote dollarbanknote rocket rocket
1267,1375,Bullish,amzn with all these new employee hire would be nice if employee could actually afford the stock split baby split
1268,1377,Bullish,amzn highlight recent amazon news no brainer this monster rise up
1269,1378,Bullish,amzn another employee to be hire this honestly be stock for life
1270,1382,Bullish,amzn
1271,1383,Bullish,amzn job and lol we still feel be overvalue not sure how people be evaluate it this be the future no say anything about berkshire and anything else people do not even realise the potential here hell bullish
1272,1384,Bullish,amzn damn i be scare for my call for oct and fuck me clownface clownface clownface
1273,1385,Bullish,amzn i get call exp hope it go well
1274,1388,Bullish,amzn what will this open at
1275,1390,Bullish,read the fax buy buy buy nvax pfe mrna tsla amzn
1276,1391,Bullish,amzn amazon be monster amazons next potential game changer drone deliveries
1277,1393,Bullish,amzn wanna see again this week i get to
1278,1394,Bullish,aapl time to rock fourleafclover fourleafclover rocket rocket rocket signofthehornslightskintonetsla amzn
1279,1395,Bullish,amzn ibio chev dphc and lode both set up for move do not sleep on these up up up peanut collision eye
1280,1396,Bullish,cemi we be pleased to have accomplish all of our objective in the development and validation of the new dpp sars cov igm igg test system state richard eberly chembio president and chief executive officer submission of the eua application for this test system have be the top priority for our organization because we understand there be large need in the market for additional rapid test especially one that offer the ability to decentralize testing location we be excited to offer solution to patient and clinician across the healthcare system that address these need watch mrna tsla aple amzn
1281,1398,Bullish,amzn back to this week
1282,1399,Bullish,wmt walmart plus launch september th same day delivery the only company that could possibly compete with amzn bullish af on walmart go forward and amazon be amazon enough say walmart should leave the tik tok alone
1283,1400,Bullish,amzn be own share decent amount
1284,1401,Bullish,tsla amzn shop aapl shop let go bull we get this only company i be focus on this month load up on some call we go back to the moon money mouthface rocket moneywithwing
1285,1402,Bearish,nkla i point out how tm always talk shit about tsla ans amzn this mofo do not even have wheelbarrow on the road
1286,1404,Bullish,bloomberg asian stock climb monday and us future point higher amid sign of progress toward virus vaccine and as investor look ahead to federal reserve meeting the dollar and treasury be little changed uav tpr aapl amzn
1287,1405,Bullish,ibio begin as part of late order for project greenvax admiral brett giroir the former ceo of the texas aampm university health science center and former president and ceo of houston biotech viracyte now all over be the assistant secretary for health for the us department of health and human services ibio be well connect to the trump administrations covid testing czar admiral giroir ibio be just list on the russel iwm and be disruptor biopharma company just like amzn be to retail shopping sbux be to coffee aapl be to music and cell phone ibio fastpharming will disrupt big pharma remember trump say the admiral be in charge girior be that admiral we should be see more news from ibio soon
1288,1406,Bearish,amzn amazon good entry sell i be consultant for anyone who need consultant i see that amazon corp will go down
1289,1407,Bullish,amzn let 's not juice it up too much in day damn future still ramp
1290,1408,Bullish,amzn trade at below july level unsustainable last week be the flush out of the short term trader by the big gun margin call sell
1291,1409,Bullish,amzn look for modest ramp up tomorrow wildly oversold condition
1292,1410,Bullish,tsla aapl amzn msft short these be like try to understand quantum physics with rd grade level of education stay long and stop try to time the market
1293,1411,Bullish,amzn apple event amazon news to retrace
1294,1412,Bullish,amzn word on floor be softbank news get way oversold due for huge bounce retrace
1295,1413,Bullish,amzn nas may be up tomorrow
1296,1414,Bullish,tsla msft amzn aapl up up up
1297,1415,Bullish,amzn aapl everybody skeptical about the future after be burn last week facewithtearsofjoy facewithtearsofjoy
1298,1416,Bullish,vuzi amzn be in talk of buyout if this happen we be look for the initial move
1299,1417,Bullish,amzn same writing on aapl no crystal ball crystalball
1300,1418,Bullish,watchlist for monday september th pt tsla aapl amzn gene trading statistic for august attach
1301,1419,Bullish,amzn post my level on the market online along with some of the top name to keep an eye on amazon be of them take look and give it read
