index,sentiment,cleaned_message
2229,Bullish,dbx buyout rumor call cheap
2230,Bullish,dbx here we go right into earning
2231,Bullish,fb long
2232,Bullish,fb rally bux so call
2233,Bullish,premarket owl amd fb nflx msft mu
2234,Bullish,fb cash be come for facebook fix
2235,Bearish,fb back to lt soon
2236,Bullish,fb would like too see before earning little pullback
2237,Bullish,fb spy trade idea fb come down to test aths set in august of at close in yesterday fb trade idea state that this be likely to happen and good buy area i still stand by that and will be look to buy and hold as long as price action stay above follow me for trade discussion and analysis
2238,Bearish,spy the mighty crash of aapl nvda fb goog start tomorrow
2239,Bullish,pin for goog to take some social medium ad share away from fb they should be look at pinter reach rd place so quick since ipo so many potential
2240,Bullish,smash bynd sammich at dnkn this am do my part in and earn free ice coffee along the way win
2241,Bullish,bynd if this hit today i be go straight to dnkn after work and buy me bynd meat sausage sandwich
2242,Bullish,correct dnkn will hit eventually when the market realize it be undervalue and they be open new store nonstop
2243,Bullish,bynd snoop dogg beyond meat dnkn commercial during min vs sf game nice monday pump come
2244,Bullish,spy the us and china be finalize bevy of long run corporate deal ahead of high profile ceremony to sign trade deal next week bloomberg corporate executive will be part of the ceremony to show support i believe apple will be major part of this explain the run up could hit in come day aapl jpm
2247,Bearish,jpm could jamie explain this to us
2248,Bullish,jpm credit card default be stable which suggest healthy economy and consumer
2249,Bullish,jpm while go through jpm segment breakdown information from their presentation for last quarter i notice that real estate and fix income cause an expansion in revenue and profitability as card service and auto revenue continue its stable growth i expect fixed income and equity markets to be strong this quarter since the market do well this quarter and so do bond surprisingly healthy market growth
2250,Bullish,ttm still bullish
2251,Bullish,ttm be real disappointing trade in but thing may finally be turn around here with recent close above huge gap to the upside that could get fill with short term and long term on watch for scalp trade if this move continue gm tsla
2252,Bullish,ttm have be quietly make big move since october like the risk reward setup here if we get breakout over prior resistance will be on watch for scalp trade as theres big gap to the upside to be fill
2253,Bullish,ttm hope you catch the the second entry initial entry second entry start scale in as we approach the grey box now up the gift that will keep give
2254,Bullish,ttm let it run
2255,Bullish,ttm nice
2256,Bullish,many good reason why you should look into tata motors ltd ttm totally for free complete analysis here
2257,Bullish,amzn amazon hq surpass employee heres how it will grow in and beyond
2258,Bullish,amzn inc nasdaq amzn give average recommendation of buy by brokerage
2259,Bullish,amzn today small rebound in due time then rally
2260,Bullish,amzn close tomorrow sl
2261,Bullish,amzn this have be channel for long time so with continued growth its next to run to new high like aapls be do
2262,Bullish,amzn
2263,Bullish,amzn this stock have to move up surreptitiously because of the short term option buyer that pile on with every significant move i like to buy option few month out sit through little pain profit on huge day run like we get last week and then sell before the option churning begin you can always rebuy on dip the weekly be just pure gambling
2264,Bullish,snap could easily be huckleberry again appear to be all chop chop boom from here directhit pill monkey banana
2265,Bearish,overvalued signal alert snap more insight
2266,Bullish,grpn the local oo leader market cap sub pps bullsht richard merage go long on ulta amp be major winner i support his activism to enact change for my favorite app company that change my life fcklefkofsky cluelesswallstreet amateurzon grouponlife grouponplus grouponselect localheartglobalimpact voucheroverspend owntheexperience treatyourselfmore grouponworks makelifelessboring spacecatcuriosity ostk costno limpinterest pin snapcrap snap couponsdotcomblow grubflub pricelame chewflea walfart rofluku yelpsucks pinduodoh keepcalmandgroupon yayebay twitterrific angieslistless
2267,Bearish,snap bitmoji be cheesy i cant wait until its thing of the past
2268,Bullish,snap dip buying go on
2269,Bearish,snap trash heap
2270,Bullish,snap sell naked and put for next friday will take stock at the low price ticker want high approx annual return blend on premium or stock that rise ill take either
2271,Bearish,aapl put for feb be go to pay huge here way overbought
2272,Bullish,aapl be preppe for the launch caution for
2273,Bullish,aapl here we come spy
2274,Bullish,spy aapl apple lead and the market follow
2275,Bullish,aapl if do not btmfd kick your self in da facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy greenapple greenapple greenapple greenapple
2276,Bullish,aapl in every house there must be imac apple macbook pro ipad iphone and if possible apple watch too samsung be history moneywithwing
2277,Bullish,nio rvol and surge lk aapl spy qq nio
2282,Bearish,amzn this do not go up more than day in row anymore get your short ready for next week should fall pretty hard
2283,Bullish,amzn this be go to absolutely explode soon youll see back to back up day very soon
2284,Bullish,amzn amazon be join project that could upend network chipmaker such as broadcom
2285,Bearish,amzn can not hold above at least not yet lol
2286,Bullish,geo group lock up this yield and dont let it go geo cxw amzn vnq spy
2287,Bullish,amzn countthesmilingboxe buy into
2294,Bullish,dbx holding cos future be ai and cloud
2295,Bullish,aapl city tomorrow chartincrease
2296,Bullish,aapl i be already in the money thx
2297,Bullish,aapl question about call option can look at other call option that be above the line to see how much my option be worth or do that not work
2298,Bullish,spy move fast look to test by be aapl rockstar stplacemedal of the day look for test amzn to mid amd enormous run let it roll should reach high tomorrow fire fire fire airplaneselector qq brinks truck ready to go
2299,Bullish,aapl if aapl iphone could quotdo us favor thoughquot and make hot cup of quotcofefequot then wed be sick of win bigly even more
2300,Bullish,aapl be make money in the market really as easy as buy this here think before you answer
2301,Bullish,aapl may be time to re enter
2302,Bullish,tsla by bearface redheartselector foldedhandslightskintone santaclaus winkingface santaclaus
2303,Bullish,tsla oop sorry tomorrow
2304,Bullish,cron pcg conn today winner gain on conn call cron call up from yesterday great gain today moneywithwing let us catch some more on tsla and rh fire
2305,Bullish,tsla still think this have have another upside remain but definitely risky
2306,Bullish,tsla tomorrow
2307,Bearish,tsla prepare for the double digit drop tomorrow cult follower chartdecrease
2308,Bearish,you wanna go long roku be of my big winner of the year its the new tsla as far as sell premium go i recently open some strangle in jan although today i have to roll down the call to stay delta neutral lean bit short actually love these troll stock with high iv
2309,Bearish,agree name like tsla bynd and pton bubble fad that will end at
2310,Bearish,tsla let see how this work bearish on triple top cup without handle and opex info also bear flag on minute chart and head and shoulder pattern on daily all ta point point down backhandindexpointingdownmedium lightskintone
